PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.118,0.118,0.765,0.235,0.529,0.471,0.0,0.118,0.118,0.118,0.765,0.412,0.118,0.529,0.176,0.0,0.176,0.471,0.353,0.529,0.235,0.235,0.294,0.588,0.412,0.229,-1.239,-0.488,-0.589,-0.183
0.176,0.118,0.706,0.412,0.176,0.176,0.059,0.118,0.118,0.176,0.706,0.412,0.353,0.294,0.176,0.118,0.235,0.471,0.294,0.235,0.471,0.353,0.176,0.588,0.412,0.73,-0.052,0.13,-0.482,-0.466
0.059,0.235,0.706,0.235,0.412,0.294,0.0,0.059,0.235,0.059,0.706,0.588,0.118,0.412,0.176,0.118,0.353,0.471,0.176,0.412,0.353,0.235,0.118,0.471,0.529,-0.055,-0.659,-0.217,-0.999,-0.256
0.0,0.294,0.706,0.235,0.294,0.176,0.0,0.118,0.294,0.0,0.706,0.294,0.176,0.647,0.176,0.059,0.235,0.294,0.471,0.353,0.471,0.176,0.294,0.647,0.353,1.648,-0.504,0.614,-1.387,-0.602
0.125,0.312,0.562,0.188,0.375,0.25,0.0,0.125,0.312,0.125,0.562,0.375,0.125,0.5,0.062,0.062,0.438,0.312,0.25,0.438,0.375,0.125,0.188,0.375,0.625,0.686,0.062,0.061,-0.622,-0.135
0.176,0.118,0.706,0.412,0.294,0.235,0.059,0.059,0.118,0.176,0.706,0.412,0.235,0.412,0.118,0.176,0.412,0.353,0.235,0.294,0.353,0.353,0.235,0.471,0.529,0.718,-0.294,0.03,-0.184,-0.21
0.0,0.059,0.941,0.294,0.588,0.412,0.0,0.059,0.059,0.0,0.941,0.647,0.059,0.353,0.235,0.176,0.353,0.353,0.294,0.529,0.118,0.353,0.353,0.529,0.471,-0.685,-1.104,0.117,-0.597,-0.14
0.176,0.118,0.706,0.118,0.529,0.412,0.059,0.059,0.118,0.176,0.706,0.529,0.294,0.294,0.059,0.118,0.529,0.235,0.235,0.471,0.353,0.176,0.176,0.353,0.647,-0.149,-0.423,-0.449,-0.124,-0.192
0.294,0.118,0.588,0.294,0.176,0.059,0.0,0.176,0.118,0.294,0.588,0.176,0.412,0.353,0.176,0.059,0.353,0.235,0.412,0.235,0.353,0.294,0.294,0.471,0.529,1.534,0.855,0.077,0.304,-0.472
0.059,0.176,0.765,0.294,0.471,0.118,0.0,0.471,0.176,0.059,0.765,0.529,0.059,0.353,0.118,0.059,0.176,0.647,0.176,0.529,0.176,0.294,0.176,0.294,0.706,-0.942,0.895,0.598,0.179,-0.69
0.176,0.059,0.765,0.294,0.471,0.235,0.059,0.412,0.059,0.176,0.765,0.471,0.235,0.235,0.118,0.0,0.176,0.588,0.235,0.412,0.118,0.529,0.118,0.412,0.588,-0.893,0.914,0.352,0.915,-0.408
0.118,0.176,0.706,0.294,0.353,0.235,0.0,0.176,0.176,0.118,0.706,0.353,0.176,0.353,0.176,0.059,0.471,0.235,0.294,0.294,0.294,0.353,0.235,0.412,0.588,0.186,0.135,-0.078,-0.603,-0.046
0.294,0.059,0.647,0.294,0.294,0.235,0.059,0.0,0.059,0.294,0.647,0.353,0.412,0.412,0.235,0.059,0.471,0.176,0.353,0.176,0.412,0.471,0.176,0.471,0.529,0.955,-0.231,-0.346,0.111,0.188
0.059,0.0,0.941,0.294,0.529,0.176,0.0,0.529,0.0,0.059,0.941,0.529,0.176,0.176,0.118,0.0,0.118,0.647,0.235,0.529,0.118,0.294,0.118,0.294,0.706,-1.555,0.962,0.174,0.042,-0.676
0.235,0.118,0.647,0.059,0.529,0.176,0.0,0.353,0.118,0.235,0.647,0.529,0.294,0.176,0.059,0.0,0.294,0.471,0.235,0.529,0.235,0.176,0.059,0.294,0.706,-0.718,1.157,0.074,0.615,-0.218
0.118,0.059,0.824,0.235,0.412,0.353,0.059,0.059,0.059,0.118,0.824,0.412,0.353,0.294,0.118,0.118,0.353,0.176,0.471,0.471,0.353,0.176,0.471,0.706,0.294,1.106,-0.401,0.565,-0.231,-0.342
0.118,0.235,0.647,0.235,0.235,0.176,0.059,0.118,0.235,0.118,0.647,0.176,0.353,0.471,0.059,0.0,0.412,0.176,0.412,0.176,0.647,0.235,0.118,0.412,0.588,1.344,0.482,0.161,-0.829,-0.156
0.176,0.059,0.765,0.294,0.353,0.235,0.0,0.059,0.059,0.176,0.765,0.353,0.294,0.412,0.294,0.059,0.353,0.235,0.412,0.294,0.176,0.353,0.294,0.471,0.529,0.765,-0.151,-0.475,-0.419,-0.136
0.0,0.176,0.824,0.353,0.471,0.412,0.118,0.059,0.176,0.0,0.824,0.706,0.118,0.471,0.235,0.059,0.471,0.294,0.235,0.412,0.353,0.353,0.235,0.588,0.412,-0.145,-0.788,0.191,-0.939,0.366
0.059,0.118,0.824,0.176,0.529,0.353,0.059,0.294,0.118,0.059,0.824,0.529,0.235,0.118,0.0,0.059,0.353,0.412,0.235,0.412,0.294,0.294,0.0,0.294,0.706,-1.372,0.701,-0.122,-0.172,-0.337
0.176,0.0,0.824,0.294,0.529,0.353,0.0,0.118,0.0,0.176,0.824,0.529,0.176,0.294,0.118,0.176,0.471,0.353,0.176,0.471,0.059,0.353,0.353,0.529,0.471,0.12,-0.563,-0.214,0.448,-0.305
0.235,0.059,0.706,0.235,0.412,0.294,0.0,0.118,0.059,0.235,0.706,0.588,0.294,0.176,0.059,0.118,0.353,0.529,0.118,0.529,0.235,0.118,0.176,0.471,0.529,0.092,0.129,-0.36,0.393,-0.426
0.235,0.176,0.588,0.294,0.235,0.235,0.0,0.0,0.176,0.235,0.588,0.294,0.294,0.471,0.235,0.059,0.412,0.176,0.412,0.294,0.294,0.294,0.353,0.647,0.353,1.771,-0.341,-0.028,-0.454,0.024
0.059,0.059,0.882,0.294,0.588,0.235,0.0,0.353,0.059,0.059,0.882,0.765,0.059,0.118,0.059,0.235,0.235,0.706,0.059,0.706,0.118,0.176,0.235,0.294,0.706,-1.838,0.329,0.472,0.455,-0.844
0.235,0.0,0.765,0.235,0.412,0.176,0.0,0.0,0.0,0.235,0.765,0.529,0.353,0.118,0.118,0.353,0.471,0.294,0.235,0.294,0.235,0.353,0.235,0.529,0.471,0.295,-0.251,-0.172,0.438,-0.64
0.0,0.118,0.882,0.353,0.471,0.412,0.0,0.176,0.118,0.0,0.882,0.412,0.059,0.471,0.118,0.0,0.412,0.294,0.294,0.471,0.294,0.235,0.353,0.529,0.471,0.235,-0.514,0.046,-0.722,0.011
0.176,0.0,0.824,0.412,0.353,0.176,0.0,0.294,0.0,0.176,0.824,0.412,0.235,0.294,0.235,0.059,0.176,0.529,0.294,0.412,0.176,0.353,0.294,0.471,0.529,-0.149,0.301,-0.07,0.198,-0.534
0.176,0.118,0.706,0.118,0.529,0.412,0.059,0.118,0.118,0.176,0.706,0.471,0.294,0.294,0.059,0.059,0.294,0.353,0.353,0.529,0.294,0.176,0.235,0.529,0.471,0.127,-0.286,-0.005,-0.041,-0.163
0.118,0.235,0.647,0.235,0.412,0.353,0.059,0.0,0.235,0.118,0.647,0.588,0.176,0.471,0.176,0.118,0.412,0.294,0.294,0.353,0.353,0.294,0.235,0.706,0.294,0.888,-0.845,0.052,-0.657,0.138
0.353,0.059,0.588,0.294,0.294,0.235,0.0,0.0,0.059,0.353,0.588,0.294,0.353,0.471,0.235,0.118,0.471,0.176,0.353,0.294,0.176,0.294,0.353,0.529,0.471,1.693,-0.539,-0.778,0.101,-0.159
0.0,0.176,0.824,0.235,0.588,0.471,0.118,0.059,0.176,0.0,0.824,0.588,0.118,0.353,0.059,0.118,0.529,0.235,0.235,0.353,0.412,0.353,0.235,0.471,0.529,-0.301,-0.538,0.11,-0.602,0.424
0.235,0.118,0.647,0.471,0.118,0.059,0.0,0.235,0.118,0.235,0.647,0.412,0.294,0.235,0.118,0.176,0.294,0.588,0.118,0.294,0.353,0.353,0.176,0.471,0.529,0.534,0.275,0.315,-0.05,-0.817
0.176,0.0,0.824,0.353,0.353,0.176,0.0,0.353,0.0,0.176,0.824,0.294,0.294,0.235,0.118,0.059,0.235,0.471,0.294,0.294,0.118,0.529,0.176,0.353,0.647,-0.225,0.821,0.089,0.655,-0.793
0.235,0.118,0.647,0.176,0.412,0.353,0.059,0.059,0.118,0.235,0.647,0.353,0.353,0.294,0.059,0.059,0.588,0.118,0.294,0.294,0.353,0.294,0.235,0.412,0.588,0.788,0.049,-0.327,0.001,0.185
0.353,0.0,0.647,0.235,0.412,0.176,0.059,0.294,0.0,0.353,0.647,0.353,0.412,0.176,0.118,0.059,0.412,0.353,0.235,0.294,0.176,0.412,0.176,0.235,0.765,-0.116,1.062,-0.521,1.091,-0.253
0.059,0.059,0.882,0.353,0.471,0.353,0.059,0.235,0.059,0.059,0.882,0.529,0.176,0.176,0.118,0.118,0.235,0.529,0.235,0.412,0.235,0.412,0.176,0.471,0.529,-1.072,-0.158,0.076,-0.359,-0.343
0.059,0.0,0.941,0.235,0.706,0.471,0.0,0.235,0.0,0.059,0.941,0.882,0.059,0.118,0.118,0.118,0.412,0.588,0.0,0.706,0.0,0.235,0.294,0.529,0.471,-1.454,-0.652,-0.135,0.114,-0.155
0.176,0.176,0.647,0.294,0.353,0.294,0.118,0.235,0.176,0.176,0.647,0.412,0.294,0.235,0.059,0.059,0.471,0.353,0.176,0.176,0.294,0.588,0.0,0.235,0.765,-0.551,0.672,-0.071,0.059,-0.062
0.412,0.0,0.588,0.176,0.412,0.235,0.0,0.118,0.0,0.412,0.588,0.412,0.412,0.235,0.118,0.059,0.588,0.294,0.118,0.353,0.235,0.353,0.176,0.294,0.706,0.424,0.069,-0.665,0.844,0.053
0.176,0.176,0.647,0.294,0.294,0.235,0.118,0.059,0.176,0.176,0.647,0.353,0.353,0.412,0.176,0.059,0.412,0.118,0.471,0.235,0.412,0.471,0.294,0.588,0.412,1.151,0.357,0.863,0.073,0.264
0.235,0.176,0.588,0.294,0.235,0.176,0.059,0.118,0.176,0.235,0.588,0.235,0.353,0.412,0.118,0.0,0.529,0.176,0.294,0.176,0.412,0.294,0.176,0.353,0.647,1.315,0.822,-0.372,-0.122,0.081
0.0,0.059,0.941,0.353,0.471,0.412,0.0,0.235,0.059,0.0,0.941,0.529,0.118,0.294,0.176,0.0,0.235,0.471,0.294,0.471,0.176,0.353,0.353,0.647,0.353,-0.155,-0.518,0.271,-0.675,-0.135
0.0,0.353,0.647,0.176,0.412,0.294,0.118,0.176,0.353,0.0,0.647,0.529,0.176,0.353,0.0,0.118,0.176,0.412,0.412,0.412,0.529,0.176,0.118,0.588,0.412,0.106,0.218,1.026,-0.976,-0.12
0.059,0.176,0.765,0.176,0.529,0.412,0.059,0.118,0.176,0.059,0.765,0.529,0.176,0.294,0.118,0.059,0.353,0.294,0.353,0.412,0.294,0.294,0.235,0.471,0.529,-0.254,-0.153,0.116,-0.6,0.233
0.176,0.176,0.647,0.176,0.353,0.118,0.0,0.176,0.176,0.176,0.647,0.412,0.294,0.294,0.059,0.176,0.353,0.294,0.353,0.412,0.353,0.176,0.294,0.529,0.471,0.934,0.677,0.698,0.435,-0.659
0.059,0.0,0.941,0.176,0.706,0.471,0.0,0.235,0.0,0.059,0.941,0.706,0.118,0.176,0.059,0.118,0.235,0.588,0.176,0.706,0.118,0.176,0.235,0.412,0.588,-1.498,-0.639,-0.123,-0.018,-0.441
0.118,0.059,0.824,0.294,0.353,0.176,0.118,0.235,0.059,0.118,0.824,0.529,0.412,0.235,0.176,0.059,0.235,0.412,0.353,0.176,0.412,0.471,0.0,0.529,0.471,-0.164,0.613,0.079,-0.178,-0.321
0.0,0.118,0.882,0.294,0.471,0.176,0.118,0.294,0.118,0.0,0.882,0.529,0.235,0.294,0.059,0.118,0.294,0.353,0.353,0.353,0.471,0.294,0.118,0.412,0.588,-0.602,0.936,0.722,-0.063,-0.318
0.176,0.118,0.706,0.235,0.412,0.353,0.118,0.059,0.118,0.176,0.706,0.529,0.353,0.235,0.118,0.118,0.471,0.235,0.294,0.294,0.294,0.412,0.235,0.529,0.471,0.425,-0.004,0.144,0.006,0.089
0.176,0.0,0.824,0.294,0.471,0.412,0.059,0.118,0.0,0.176,0.824,0.529,0.294,0.176,0.118,0.059,0.471,0.294,0.235,0.471,0.176,0.353,0.294,0.412,0.588,-0.318,-0.079,0.045,0.152,0.145
0.176,0.0,0.824,0.176,0.647,0.353,0.0,0.294,0.0,0.176,0.824,0.706,0.176,0.118,0.118,0.059,0.471,0.471,0.059,0.588,0.118,0.235,0.118,0.235,0.765,-1.771,0.025,-0.614,0.134,-0.009
0.353,0.059,0.588,0.059,0.529,0.235,0.0,0.176,0.059,0.353,0.588,0.529,0.353,0.118,0.0,0.176,0.647,0.294,0.059,0.471,0.235,0.235,0.176,0.235,0.765,-0.232,0.395,-0.338,1.186,-0.352
0.118,0.294,0.588,0.059,0.471,0.294,0.0,0.118,0.294,0.118,0.588,0.529,0.176,0.353,0.059,0.059,0.588,0.235,0.176,0.412,0.471,0.118,0.235,0.529,0.471,0.742,-0.141,0.085,-0.539,0.079
0.118,0.118,0.765,0.353,0.353,0.235,0.0,0.294,0.118,0.118,0.765,0.529,0.176,0.235,0.118,0.059,0.235,0.647,0.118,0.412,0.294,0.294,0.059,0.353,0.647,-0.803,0.139,-0.217,-0.498,-0.485
0.118,0.059,0.824,0.176,0.647,0.588,0.0,0.0,0.059,0.118,0.824,0.471,0.118,0.412,0.059,0.118,0.471,0.176,0.353,0.647,0.176,0.118,0.471,0.647,0.353,0.404,-1.582,-0.211,-0.37,0.077
0.118,0.235,0.647,0.412,0.176,0.059,0.059,0.235,0.235,0.118,0.647,0.294,0.235,0.412,0.118,0.118,0.353,0.353,0.294,0.235,0.471,0.353,0.235,0.412,0.588,0.824,0.719,0.767,-0.373,-0.451
0.118,0.294,0.588,0.235,0.353,0.294,0.176,0.059,0.294,0.118,0.588,0.353,0.294,0.529,0.059,0.118,0.353,0.176,0.471,0.294,0.529,0.235,0.294,0.588,0.412,1.465,0.021,0.617,-0.502,0.005
0.118,0.118,0.765,0.353,0.412,0.294,0.0,0.059,0.118,0.118,0.765,0.529,0.118,0.412,0.176,0.176,0.588,0.235,0.176,0.353,0.235,0.353,0.235,0.412,0.588,0.035,-0.606,-0.302,-0.394,-0.086
0.235,0.118,0.647,0.176,0.412,0.235,0.059,0.235,0.118,0.235,0.647,0.412,0.353,0.235,0.118,0.0,0.294,0.353,0.353,0.353,0.294,0.353,0.118,0.471,0.529,0.005,0.74,0.126,0.31,0.003
0.235,0.118,0.647,0.294,0.353,0.235,0.059,0.118,0.118,0.235,0.647,0.529,0.294,0.176,0.0,0.235,0.588,0.353,0.059,0.412,0.294,0.294,0.235,0.294,0.706,0.12,0.14,0.306,0.348,-0.361
0.118,0.235,0.647,0.471,0.059,0.059,0.0,0.059,0.235,0.118,0.647,0.176,0.235,0.647,0.412,0.0,0.235,0.176,0.588,0.059,0.412,0.471,0.353,0.765,0.235,2.242,0.005,0.371,-1.13,0.076
0.176,0.059,0.765,0.235,0.471,0.294,0.059,0.0,0.059,0.176,0.765,0.647,0.294,0.176,0.118,0.294,0.588,0.176,0.235,0.353,0.235,0.471,0.353,0.588,0.412,0.312,-0.465,0.706,0.504,-0.094
0.062,0.125,0.812,0.312,0.5,0.5,0.125,0.0,0.125,0.062,0.812,0.688,0.188,0.375,0.188,0.125,0.5,0.25,0.25,0.5,0.312,0.312,0.438,0.688,0.312,0.311,-1.277,0.405,-0.614,0.224
0.235,0.176,0.588,0.235,0.353,0.294,0.118,0.118,0.176,0.235,0.588,0.294,0.353,0.412,0.059,0.118,0.294,0.235,0.471,0.353,0.353,0.353,0.353,0.588,0.412,1.284,-0.015,0.743,0.277,-0.192
0.118,0.059,0.824,0.294,0.471,0.412,0.059,0.059,0.059,0.118,0.824,0.647,0.235,0.294,0.176,0.118,0.353,0.353,0.294,0.529,0.235,0.235,0.353,0.706,0.294,0.222,-0.739,0.164,-0.196,-0.109
0.118,0.059,0.824,0.353,0.353,0.235,0.059,0.118,0.059,0.118,0.824,0.529,0.294,0.235,0.176,0.176,0.294,0.471,0.235,0.235,0.235,0.529,0.118,0.529,0.471,-0.093,-0.085,0.012,-0.086,-0.53
0.294,0.176,0.529,0.118,0.353,0.294,0.059,0.059,0.176,0.294,0.529,0.412,0.412,0.294,0.118,0.0,0.412,0.235,0.353,0.294,0.471,0.235,0.176,0.529,0.471,1.048,0.141,-0.186,-0.102,0.368
0.0,0.353,0.647,0.176,0.471,0.353,0.118,0.176,0.353,0.0,0.647,0.529,0.118,0.412,0.0,0.118,0.176,0.471,0.353,0.471,0.471,0.176,0.176,0.529,0.471,0.003,0.055,0.798,-0.657,-0.255
0.059,0.176,0.765,0.118,0.588,0.588,0.059,0.0,0.176,0.059,0.765,0.647,0.176,0.235,0.0,0.118,0.471,0.235,0.294,0.647,0.294,0.059,0.412,0.706,0.294,0.331,-1.008,0.416,-0.622,0.171
0.235,0.0,0.765,0.353,0.412,0.353,0.059,0.059,0.0,0.235,0.765,0.412,0.294,0.412,0.176,0.0,0.647,0.118,0.235,0.353,0.412,0.235,0.294,0.412,0.588,0.545,-0.396,-0.743,-0.182,0.527
0.0,0.118,0.882,0.412,0.353,0.294,0.0,0.0,0.118,0.0,0.882,0.471,0.118,0.471,0.059,0.118,0.588,0.294,0.118,0.353,0.529,0.118,0.059,0.294,0.706,0.052,-0.383,-0.601,-1.082,-0.134
0.059,0.059,0.882,0.059,0.824,0.824,0.118,0.0,0.059,0.059,0.882,0.765,0.176,0.176,0.059,0.0,0.471,0.235,0.294,0.706,0.176,0.176,0.353,0.588,0.412,-1.031,-1.304,-0.301,-0.434,0.785
0.059,0.118,0.824,0.118,0.588,0.353,0.0,0.235,0.118,0.059,0.824,0.588,0.176,0.235,0.0,0.0,0.294,0.471,0.235,0.588,0.353,0.0,0.059,0.412,0.588,-0.769,0.471,-0.266,-0.246,-0.139
0.235,0.059,0.706,0.235,0.412,0.235,0.118,0.059,0.059,0.235,0.706,0.588,0.412,0.294,0.176,0.176,0.471,0.294,0.235,0.235,0.294,0.588,0.176,0.529,0.471,0.462,-0.114,0.338,0.739,-0.221
0.176,0.059,0.765,0.235,0.529,0.353,0.0,0.176,0.059,0.176,0.765,0.529,0.176,0.294,0.118,0.118,0.412,0.412,0.176,0.529,0.118,0.235,0.235,0.353,0.647,-0.491,-0.456,-0.491,-0.115,-0.305
0.118,0.294,0.588,0.294,0.235,0.235,0.059,0.059,0.294,0.118,0.588,0.353,0.235,0.588,0.235,0.0,0.353,0.294,0.353,0.176,0.412,0.353,0.176,0.588,0.412,1.542,-0.221,-0.184,-1.061,-0.001
0.235,0.235,0.529,0.176,0.294,0.176,0.0,0.118,0.235,0.235,0.529,0.294,0.294,0.471,0.059,0.0,0.529,0.294,0.176,0.294,0.412,0.176,0.059,0.235,0.765,1.075,0.554,-0.544,-0.212,-0.172
0.0,0.118,0.882,0.471,0.353,0.294,0.0,0.235,0.118,0.0,0.882,0.471,0.059,0.471,0.294,0.0,0.176,0.529,0.294,0.353,0.176,0.471,0.235,0.588,0.412,-0.185,-0.509,0.022,-0.972,-0.235
0.118,0.353,0.529,0.118,0.294,0.176,0.0,0.118,0.353,0.118,0.529,0.353,0.235,0.471,0.118,0.0,0.353,0.235,0.412,0.294,0.529,0.118,0.118,0.529,0.471,1.225,0.362,0.185,-1.071,0.05
0.118,0.176,0.706,0.353,0.353,0.294,0.118,0.118,0.176,0.118,0.706,0.412,0.235,0.412,0.059,0.118,0.412,0.294,0.294,0.353,0.471,0.294,0.235,0.471,0.529,0.449,-0.129,0.451,-0.428,-0.018
0.176,0.059,0.765,0.235,0.471,0.412,0.059,0.118,0.059,0.176,0.765,0.294,0.294,0.412,0.059,0.0,0.412,0.235,0.353,0.412,0.294,0.176,0.294,0.471,0.529,0.821,-0.171,-0.589,-0.141,-0.061
0.353,0.176,0.471,0.118,0.353,0.176,0.0,0.235,0.176,0.353,0.471,0.412,0.353,0.235,0.059,0.0,0.471,0.412,0.118,0.353,0.353,0.118,0.0,0.235,0.765,0.185,0.865,-0.996,0.186,-0.115
0.176,0.176,0.647,0.176,0.353,0.235,0.059,0.059,0.176,0.176,0.647,0.353,0.353,0.353,0.118,0.059,0.471,0.176,0.353,0.235,0.471,0.353,0.118,0.412,0.588,0.622,0.245,0.077,-0.288,0.059
0.176,0.235,0.588,0.176,0.412,0.412,0.0,0.059,0.235,0.176,0.588,0.471,0.176,0.353,0.059,0.0,0.529,0.412,0.059,0.412,0.412,0.176,0.059,0.353,0.647,0.043,-0.518,-0.834,-0.738,0.124
0.0,0.176,0.824,0.235,0.353,0.294,0.059,0.059,0.176,0.0,0.824,0.412,0.294,0.471,0.235,0.0,0.118,0.235,0.647,0.294,0.471,0.294,0.176,0.765,0.235,0.832,-0.201,0.505,-1.149,-0.042
0.176,0.176,0.647,0.059,0.588,0.471,0.176,0.059,0.176,0.176,0.647,0.647,0.353,0.176,0.0,0.118,0.529,0.235,0.235,0.412,0.529,0.235,0.118,0.412,0.588,-0.526,-0.254,-0.037,-0.152,0.362
0.118,0.118,0.765,0.294,0.235,0.176,0.0,0.118,0.118,0.118,0.765,0.353,0.353,0.235,0.0,0.118,0.353,0.353,0.294,0.353,0.529,0.059,0.118,0.471,0.529,0.751,0.437,0.075,-0.634,-0.635
0.235,0.059,0.706,0.294,0.294,0.059,0.0,0.235,0.059,0.235,0.706,0.588,0.353,0.235,0.176,0.118,0.294,0.529,0.176,0.412,0.353,0.176,0.118,0.471,0.529,0.166,0.701,-0.092,0.46,-0.751
0.353,0.353,0.294,0.059,0.176,0.118,0.0,0.059,0.353,0.353,0.294,0.235,0.412,0.412,0.059,0.0,0.471,0.235,0.294,0.176,0.412,0.176,0.0,0.412,0.588,2.015,0.891,-0.485,-0.231,-0.023
0.0,0.118,0.882,0.412,0.412,0.176,0.0,0.294,0.118,0.0,0.882,0.588,0.059,0.294,0.118,0.235,0.176,0.588,0.235,0.529,0.176,0.294,0.294,0.471,0.529,-0.642,-0.121,0.923,-0.453,-0.815
0.118,0.0,0.882,0.412,0.353,0.353,0.059,0.176,0.0,0.118,0.882,0.412,0.294,0.235,0.118,0.059,0.294,0.412,0.294,0.353,0.235,0.353,0.235,0.529,0.471,0.066,-0.038,-0.192,-0.287,-0.335
0.0,0.0,1.0,0.235,0.706,0.588,0.059,0.118,0.0,0.0,1.0,0.647,0.118,0.235,0.0,0.059,0.471,0.353,0.176,0.588,0.294,0.176,0.235,0.471,0.529,-1.034,-0.677,-0.34,-0.258,0.186
0.0,0.118,0.882,0.294,0.529,0.412,0.0,0.176,0.118,0.0,0.882,0.529,0.059,0.412,0.118,0.059,0.235,0.529,0.235,0.588,0.235,0.176,0.294,0.588,0.412,-0.211,-0.709,-0.016,-0.558,-0.455
0.118,0.059,0.824,0.176,0.647,0.471,0.118,0.176,0.059,0.118,0.824,0.706,0.235,0.235,0.118,0.059,0.353,0.471,0.176,0.471,0.235,0.412,0.118,0.412,0.588,-1.193,-0.376,-0.226,0.152,0.056
0.235,0.0,0.765,0.235,0.471,0.353,0.176,0.176,0.0,0.235,0.765,0.412,0.471,0.294,0.176,0.0,0.294,0.235,0.471,0.294,0.412,0.471,0.235,0.529,0.471,0.096,0.096,0.108,0.396,0.162
0.294,0.059,0.647,0.176,0.353,0.235,0.059,0.118,0.059,0.294,0.647,0.353,0.471,0.176,0.059,0.059,0.529,0.235,0.235,0.235,0.412,0.294,0.059,0.294,0.706,0.318,0.613,-0.646,0.212,-0.104
0.118,0.235,0.647,0.059,0.588,0.529,0.176,0.059,0.235,0.118,0.647,0.529,0.294,0.412,0.059,0.0,0.353,0.235,0.412,0.412,0.471,0.294,0.176,0.529,0.471,0.155,-0.436,0.165,-0.336,0.43
0.059,0.0,0.941,0.294,0.647,0.412,0.0,0.176,0.0,0.059,0.941,0.765,0.059,0.235,0.176,0.176,0.353,0.529,0.118,0.588,0.059,0.353,0.294,0.412,0.588,-1.374,-0.678,-0.14,0.225,-0.308
0.0,0.235,0.765,0.059,0.647,0.647,0.059,0.059,0.235,0.0,0.765,0.588,0.118,0.294,0.0,0.0,0.235,0.412,0.353,0.588,0.353,0.118,0.118,0.471,0.529,-0.848,-0.758,-0.184,-1.075,0.282
0.118,0.235,0.647,0.235,0.353,0.294,0.118,0.059,0.235,0.118,0.647,0.412,0.294,0.529,0.176,0.0,0.294,0.294,0.412,0.235,0.529,0.294,0.118,0.588,0.412,0.983,-0.205,-0.117,-0.876,0.194
0.118,0.059,0.824,0.118,0.529,0.529,0.235,0.059,0.059,0.118,0.824,0.529,0.529,0.176,0.059,0.0,0.353,0.176,0.471,0.294,0.588,0.353,0.235,0.706,0.294,0.429,-0.265,0.303,-0.248,0.321
0.235,0.059,0.706,0.176,0.471,0.235,0.059,0.176,0.059,0.235,0.706,0.529,0.353,0.176,0.118,0.118,0.471,0.294,0.235,0.412,0.294,0.294,0.294,0.471,0.529,0.164,0.405,0.172,0.648,-0.166
0.059,0.0,0.941,0.353,0.529,0.176,0.0,0.353,0.0,0.059,0.941,0.706,0.118,0.176,0.118,0.235,0.176,0.647,0.176,0.647,0.118,0.235,0.294,0.412,0.588,-1.288,0.181,0.714,0.361,-0.926
0.059,0.235,0.706,0.235,0.353,0.235,0.059,0.118,0.235,0.059,0.706,0.294,0.235,0.529,0.059,0.0,0.353,0.176,0.471,0.294,0.588,0.118,0.176,0.529,0.471,1.204,0.427,0.225,-0.78,0.131
0.0,0.118,0.882,0.353,0.529,0.471,0.059,0.059,0.118,0.0,0.882,0.588,0.059,0.471,0.176,0.059,0.294,0.412,0.294,0.529,0.294,0.235,0.235,0.588,0.412,-0.417,-1.053,-0.131,-0.979,0.176
0.412,0.0,0.588,0.353,0.235,0.118,0.059,0.294,0.0,0.412,0.588,0.294,0.471,0.118,0.118,0.059,0.412,0.412,0.176,0.235,0.176,0.529,0.176,0.235,0.765,0.179,1.092,-0.097,1.007,-0.244
0.118,0.235,0.647,0.118,0.412,0.412,0.176,0.059,0.235,0.118,0.647,0.471,0.412,0.294,0.059,0.0,0.235,0.294,0.471,0.235,0.529,0.353,0.059,0.765,0.235,0.755,0.092,0.314,-0.52,0.239
0.059,0.118,0.824,0.235,0.529,0.412,0.176,0.118,0.118,0.059,0.824,0.529,0.294,0.294,0.059,0.118,0.471,0.176,0.353,0.353,0.471,0.353,0.235,0.471,0.529,-0.254,-0.189,0.424,-0.357,0.142
0.059,0.059,0.882,0.176,0.647,0.471,0.118,0.059,0.059,0.059,0.882,0.706,0.235,0.294,0.176,0.118,0.294,0.353,0.353,0.412,0.294,0.412,0.176,0.647,0.353,-0.652,-0.861,-0.015,-0.284,0.16
0.176,0.118,0.706,0.176,0.412,0.235,0.0,0.0,0.118,0.176,0.706,0.471,0.294,0.235,0.0,0.235,0.706,0.118,0.176,0.294,0.529,0.176,0.118,0.353,0.647,0.291,-0.105,-0.309,-0.144,-0.182
0.176,0.0,0.824,0.294,0.529,0.353,0.0,0.0,0.0,0.176,0.824,0.706,0.176,0.294,0.176,0.176,0.647,0.353,0.0,0.353,0.118,0.412,0.176,0.412,0.588,-0.173,-0.724,-0.866,0.217,0.078
0.118,0.235,0.647,0.118,0.529,0.412,0.059,0.0,0.235,0.118,0.647,0.471,0.176,0.412,0.059,0.118,0.647,0.118,0.235,0.353,0.353,0.294,0.235,0.353,0.647,0.385,-0.473,-0.147,-0.432,0.286
